movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
Road to Perdition,7.7,72.0,240735.0,1.0,Crime,Drama,Thriller,Tom Hanks,Tyler Hoechlin,Rob Maxey,1.0,22.0,82.0,117.0,80000000.0,181001478.0,2002
Chicago,7.1,81.0,210973.0,3.0,Comedy,Crime,Musical,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,6.0,51.0,129.0,113.0,45000000.0,306776732.0,2002
Die Another Day,6.1,56.0,200344.0,3.0,Action,Adventure,Thriller,Pierce Brosnan,Halle Berry,Rosamund Pike,1.0,6.0,35.0,133.0,142000000.0,431971116.0,2002
A Walk to Remember,7.4,35.0,195158.0,2.0,Drama,Romance,Romance,Mandy Moore,Shane West,Peter Coyote,0.0,4.0,2.0,101.0,11800000.0,47494916.0,2002
Blade II,6.7,52.0,195085.0,1.0,Action,Fantasy,Horror,Wesley Snipes,Kris Kristofferson,Ron Perlman,0.0,6.0,10.0,117.0,54000000.0,155010032.0,2002
Austin Powers in Goldmember,6.2,62.0,191513.0,3.0,Action,Adventure,Comedy,Mike Myers,Beyoncé,Seth Green,0.0,5.0,22.0,94.0,63000000.0,296938801.0,2002
Adaptation.,7.7,83.0,172421.0,1.0,Comedy,Drama,Drama,Nicolas Cage,Meryl Streep,Chris Cooper,1.0,64.0,100.0,115.0,19000000.0,32801173.0,2002
Hero,7.9,85.0,171172.0,3.0,Action,Adventure,History,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,1.0,46.0,45.0,120.0,31000000.0,177395557.0,2002
xXx,5.9,48.0,170874.0,3.0,Action,Adventure,Thriller,Vin Diesel,Asia Argento,Marton Csokas,0.0,4.0,14.0,124.0,70000000.0,277448382.0,2002
About a Boy,7.0,75.0,167777.0,3.0,Comedy,Drama,Romance,Hugh Grant,Nicholas Hoult,Toni Collette,1.0,11.0,29.0,101.0,30000000.0,130549455.0,2002
25th Hour,7.6,67.0,166902.0,1.0,Drama,Drama,Drama,Edward Norton,Barry Pepper,Philip Seymour Hoffman,1.0,4.0,15.0,135.0,5000000.0,23932055.0,2002
Lilo & Stitch,7.2,73.0,161874.0,2.0,Animation,Adventure,Comedy,Daveigh Chase,Chris Sanders,Tia Carrere,1.0,10.0,26.0,85.0,80000000.0,273144151.0,2002
Punch-Drunk Love,7.3,78.0,142519.0,1.0,Comedy,Drama,Romance,Adam Sandler,Emily Watson,Philip Seymour Hoffman,1.0,14.0,36.0,95.0,25000000.0,24665649.0,2002
Bowling for Columbine,7.9,72.0,138042.0,1.0,Documentary,Crime,Drama,Michael Moore,Charlton Heston,Marilyn Manson,1.0,40.0,12.0,120.0,4000000.0,58011975.0,2002
Mr. Deeds,5.8,24.0,132724.0,3.0,Comedy,Romance,Romance,Adam Sandler,Winona Ryder,John Turturro,0.0,5.0,9.0,96.0,50000000.0,171269535.0,2002
The Scorpion King,5.5,45.0,127894.0,3.0,Action,Adventure,Fantasy,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,0.0,2.0,3.0,92.0,60000000.0,180630907.0,2002
We Were Soldiers,7.2,65.0,126958.0,1.0,Action,Drama,History,Mel Gibson,Madeleine Stowe,Greg Kinnear,0.0,3.0,5.0,138.0,75000000.0,115374915.0,2002
The Count of Monte Cristo,7.8,61.0,125932.0,3.0,Action,Adventure,Drama,Jim Caviezel,Guy Pearce,Christopher Adamson,0.0,0.0,0.0,131.0,35000000.0,75395048.0,2002
Reign of Fire,6.2,39.0,123793.0,3.0,Action,Adventure,Fantasy,Matthew McConaughey,Christian Bale,Izabella Scorupco,0.0,1.0,3.0,101.0,60000000.0,82150183.0,2002
The Hours,7.5,80.0,121595.0,3.0,Drama,Romance,Romance,Meryl Streep,Nicole Kidman,Julianne Moore,1.0,42.0,125.0,110.0,25000000.0,108846072.0,2002
About Schmidt,7.1,85.0,120620.0,1.0,Comedy,Drama,Drama,Jack Nicholson,Hope Davis,Dermot Mulroney,2.0,25.0,69.0,125.0,30000000.0,105834556.0,2002
John Q,7.1,30.0,120372.0,3.0,Crime,Drama,Thriller,Denzel Washington,Robert Duvall,Gabriela Oltean,0.0,2.0,8.0,116.0,36000000.0,102244770.0,2002
My Big Fat Greek Wedding,6.5,62.0,117317.0,2.0,Comedy,Drama,Romance,Nia Vardalos,John Corbett,Michael Constantine,1.0,20.0,28.0,95.0,5000000.0,368744044.0,2002
The Time Machine,6.0,42.0,116709.0,3.0,Action,Adventure,Sci-Fi,Guy Pearce,Yancey Arias,Mark Addy,1.0,2.0,3.0,96.0,80000000.0,123729176.0,2002
Infernal Affairs,8.0,75.0,115683.0,1.0,Crime,Drama,Mystery,Andy Lau,Tony Chiu-Wai Leung,Anthony Chau-Sang Wong,0.0,24.0,26.0,101.0,6428966.0,8836958.0,2002
One Hour Photo,6.8,64.0,111788.0,1.0,Drama,Thriller,Thriller,Robin Williams,Connie Nielsen,Michael Vartan,0.0,6.0,22.0,96.0,12000000.0,52223306.0,2002
Two Weeks Notice,6.1,42.0,103801.0,3.0,Comedy,Romance,Romance,Sandra Bullock,Hugh Grant,Alicia Witt,0.0,2.0,3.0,101.0,60000000.0,199043242.0,2002
Bend It Like Beckham,6.6,66.0,102445.0,3.0,Comedy,Drama,Romance,Parminder Nagra,Keira Knightley,Jonathan Rhys Meyers,1.0,17.0,19.0,112.0,3500159.0,76583333.0,2002
Talk to Her,7.9,86.0,102016.0,1.0,Drama,Mystery,Romance,Rosario Flores,Javier Cámara,Darío Grandinetti,1.0,43.0,47.0,112.0,43819528.982781656,64790996.0,2002
Van Wilder: Party Liaison,6.4,26.0,101597.0,1.0,Comedy,Romance,Romance,Ryan Reynolds,Tara Reid,Tim Matheson,0.0,0.0,2.0,92.0,5000000.0,38275483.0,2002
The Sum of All Fears,6.4,45.0,100570.0,3.0,Action,Drama,Thriller,Ben Affleck,Morgan Freeman,Ian Mongrain,0.0,2.0,5.0,124.0,68000000.0,193921372.0,2002
Sweet Home Alabama,6.2,45.0,99813.0,3.0,Comedy,Romance,Romance,Reese Witherspoon,Patrick Dempsey,Josh Lucas,0.0,3.0,6.0,108.0,30000000.0,180622424.0,2002
Treasure Planet,7.2,60.0,98099.0,2.0,Animation,Adventure,Family,Joseph Gordon-Levitt,Emma Thompson,Martin Short,1.0,1.0,13.0,95.0,140000000.0,110041363.0,2002
Scooby-Doo,5.1,35.0,95117.0,2.0,Adventure,Comedy,Family,Matthew Lillard,Freddie Prinze Jr.,Sarah Michelle Gellar,0.0,5.0,14.0,89.0,84000000.0,275650703.0,2002
Ghost Ship,5.5,28.0,91162.0,1.0,Horror,Horror,Horror,Julianna Margulies,Gabriel Byrne,Ron Eldard,0.0,0.0,1.0,91.0,20000000.0,68349884.0,2002
The Hot Chick,5.5,29.0,88007.0,3.0,Comedy,Fantasy,Fantasy,Rob Schneider,Rachel McAdams,Anna Faris,0.0,0.0,4.0,104.0,43819528.982781656,54639553.0,2002
Maid in Manhattan,5.3,45.0,82290.0,3.0,Comedy,Drama,Romance,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,0.0,1.0,8.0,105.0,55000000.0,154906693.0,2002
Ali G,6.2,64.0,82198.0,1.0,Comedy,Comedy,Comedy,Sacha Baron Cohen,Emilio Rivera,Gina La Piana,0.0,0.0,0.0,85.0,5000000.0,23280529.0,2002
Confessions of a Dangerous Mind,7.0,67.0,81640.0,1.0,Biography,Comedy,Crime,Sam Rockwell,Drew Barrymore,George Clooney,0.0,7.0,12.0,113.0,30000000.0,33013805.0,2002
Secretary,7.0,63.0,81113.0,1.0,Comedy,Drama,Romance,James Spader,Maggie Gyllenhaal,Jeremy Davies,1.0,15.0,25.0,107.0,4000000.0,9304609.0,2002
Analyze That,5.9,37.0,80916.0,1.0,Comedy,Crime,Crime,Robert De Niro,Billy Crystal,Lisa Kudrow,0.0,0.0,1.0,96.0,60000000.0,55003135.0,2002
Jackass: The Movie,6.6,42.0,79566.0,1.0,Documentary,Action,Comedy,Johnny Knoxville,Bam Margera,Chris Pontius,0.0,1.0,7.0,87.0,5000000.0,79493831.0,2002
Frida,7.4,61.0,78671.0,1.0,Biography,Drama,Romance,Salma Hayek,Alfred Molina,Geoffrey Rush,2.0,15.0,46.0,123.0,12000000.0,56298474.0,2002
Solaris,6.2,65.0,77720.0,3.0,Drama,Mystery,Romance,George Clooney,Natascha McElhone,Ulrich Tukur,0.0,2.0,11.0,99.0,47000000.0,30002758.0,2002
Unfaithful,6.7,63.0,77637.0,1.0,Drama,Romance,Thriller,Richard Gere,Diane Lane,Olivier Martinez,1.0,3.0,15.0,124.0,50000000.0,119137784.0,2002
The Tuxedo,5.4,30.0,77420.0,3.0,Action,Comedy,Sci-Fi,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,0.0,2.0,1.0,98.0,60000000.0,104391623.0,2002
The Mothman Prophecies,6.4,52.0,73828.0,3.0,Drama,Horror,Mystery,Richard Gere,Laura Linney,David Eigenberg,0.0,1.0,2.0,119.0,32000000.0,55305279.0,2002
Cabin Fever,5.7,56.0,72649.0,1.0,Drama,Horror,Horror,Jordan Ladd,Rider Strong,James DeBello,0.0,3.0,12.0,93.0,1500000.0,30553394.0,2002
Star Trek: Nemesis,6.4,51.0,71979.0,3.0,Action,Adventure,Sci-Fi,Patrick Stewart,Jonathan Frakes,Brent Spiner,0.0,1.0,4.0,116.0,60000000.0,67336470.0,2002
Collateral Damage,5.5,33.0,70711.0,1.0,Action,Drama,Thriller,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,0.0,0.0,0.0,108.0,85000000.0,78382433.0,2002
40 Days and 40 Nights,5.6,53.0,69333.0,1.0,Comedy,Romance,Romance,Josh Hartnett,Shannyn Sossamon,Paulo Costanzo,0.0,1.0,2.0,96.0,17000000.0,95146283.0,2002
Changing Lanes,6.4,69.0,65642.0,1.0,Drama,Thriller,Thriller,Ben Affleck,Samuel L. Jackson,Kim Staunton,0.0,0.0,7.0,98.0,45000000.0,94935764.0,2002
Windtalkers,6.1,51.0,64257.0,1.0,Action,Drama,War,Nicolas Cage,Adam Beach,Peter Stormare,0.0,3.0,4.0,134.0,115000000.0,77628265.0,2002
Cube²: Hypercube,5.6,64.0,61177.0,1.0,Drama,Mystery,Sci-Fi,Kari Matchett,Geraint Wyn Davies,Grace Lynn Kung,0.0,1.0,1.0,94.0,43819528.982781656,3563603.0,2002
Sympathy for Mr. Vengeance,7.6,56.0,60306.0,1.0,Crime,Drama,Thriller,Kang-ho Song,Ha-kyun Shin,Doona Bae,0.0,7.0,2.0,129.0,4000000.0,2046061.0,2002
Showtime,5.5,32.0,59617.0,3.0,Action,Comedy,Crime,Robert De Niro,Eddie Murphy,Rene Russo,0.0,1.0,6.0,95.0,85000000.0,77885672.0,2002
Spy Kids 2: Island of Lost Dreams,5.1,66.0,58662.0,2.0,Action,Adventure,Comedy,Alexa PenaVega,Daryl Sabara,Antonio Banderas,0.0,3.0,3.0,100.0,38000000.0,119723358.0,2002
K-19: The Widowmaker,6.7,58.0,58172.0,3.0,Drama,History,Thriller,Harrison Ford,Sam Spruell,Peter Stebbings,0.0,1.0,2.0,138.0,100000000.0,65716126.0,2002
S1m0ne,6.1,49.0,58028.0,3.0,Comedy,Drama,Sci-Fi,Al Pacino,Catherine Keener,Rachel Roberts,0.0,0.0,1.0,117.0,43819528.982781656,19576023.0,2002
Dog Soldiers,6.8,64.0,53953.0,1.0,Action,Horror,Thriller,Sean Pertwee,Kevin McKidd,Emma Cleasby,0.0,5.0,7.0,105.0,2000000.0,3530620.0,2002
The Sweetest Thing,5.2,32.0,53906.0,1.0,Comedy,Romance,Romance,Cameron Diaz,Thomas Jane,Christina Applegate,0.0,1.0,4.0,84.0,43000000.0,69319426.0,2002
Murder by Numbers,6.2,50.0,51889.0,1.0,Crime,Mystery,Thriller,Sandra Bullock,Ben Chaplin,Ryan Gosling,0.0,0.0,2.0,115.0,50000000.0,56714147.0,2002
Eight Legged Freaks,5.4,53.0,51728.0,3.0,Action,Adventure,Comedy,David Arquette,Kari Wuhrer,Scott Terra,0.0,0.0,1.0,99.0,30000000.0,45867333.0,2002
Queen of the Damned,5.3,30.0,51436.0,1.0,Drama,Fantasy,Horror,Aaliyah,Stuart Townsend,Marguerite Moreau,0.0,0.0,7.0,101.0,35000000.0,45479110.0,2002
Hart's War,6.3,49.0,49999.0,1.0,Drama,War,War,Bruce Willis,Colin Farrell,Terrence Howard,0.0,1.0,1.0,125.0,70000000.0,32287044.0,2002
Stuart Little 2,5.5,66.0,48802.0,2.0,Animation,Adventure,Comedy,Michael J. Fox,Geena Davis,Hugh Laurie,0.0,1.0,4.0,77.0,120000000.0,169956806.0,2002
The Rules of Attraction,6.7,50.0,48739.0,1.0,Comedy,Drama,Romance,James Van Der Beek,Ian Somerhalder,Shannyn Sossamon,0.0,2.0,3.0,110.0,4000000.0,11832822.0,2002
I Spy,5.4,35.0,48223.0,3.0,Action,Adventure,Comedy,Eddie Murphy,Owen Wilson,Famke Janssen,0.0,2.0,6.0,97.0,70000000.0,51386477.0,2002
Asterix & Obelix: Mission Cleopatra,6.6,64.0,47641.0,2.0,Adventure,Comedy,Family,Gérard Depardieu,Christian Clavier,Jamel Debbouze,0.0,1.0,4.0,107.0,327000000.0,128027976.0,2002
Orange County,6.2,48.0,46232.0,3.0,Comedy,Drama,Drama,Colin Hanks,Jack Black,Schuyler Fisk,0.0,0.0,3.0,82.0,18000000.0,43325009.0,2002
Bubba Ho-Tep,7.0,57.0,44735.0,1.0,Comedy,Fantasy,Horror,Bruce Campbell,Ossie Davis,Bob Ivy,0.0,7.0,10.0,92.0,1000000.0,1239183.0,2002
Bad Company,5.6,37.0,44123.0,3.0,Action,Comedy,Thriller,Anthony Hopkins,Chris Rock,Peter Stormare,0.0,0.0,0.0,116.0,70000000.0,66200782.0,2002
Far from Heaven,7.3,84.0,43016.0,3.0,Drama,Drama,Drama,Julianne Moore,Dennis Quaid,Dennis Haysbert,4.0,102.0,91.0,107.0,13500000.0,29027914.0,2002
Kung Pow: Enter the Fist,6.2,14.0,42801.0,3.0,Action,Comedy,Comedy,Steve Oedekerk,Fei Lung,Leo Lee,0.0,1.0,1.0,81.0,10000000.0,16994625.0,2002
The Good Girl,6.4,71.0,42406.0,1.0,Drama,Romance,Romance,Jennifer Aniston,Jake Gyllenhaal,Deborah Rush,0.0,5.0,16.0,93.0,8000000.0,16860964.0,2002
Lilya 4-Ever,7.8,82.0,41503.0,1.0,Crime,Drama,Drama,Oksana Akinshina,Artyom Bogucharskiy,Pavel Ponomaryov,0.0,12.0,11.0,109.0,43819528.982781656,1007747.0,2002
Blood Work,6.4,64.0,41078.0,1.0,Action,Crime,Drama,Clint Eastwood,Jeff Daniels,Anjelica Huston,0.0,0.0,2.0,110.0,50000000.0,31794718.0,2002
Dirty Pretty Things,7.3,78.0,39913.0,1.0,Crime,Drama,Thriller,Chiwetel Ejiofor,Audrey Tautou,Sophie Okonedo,1.0,17.0,26.0,97.0,10000000.0,13904766.0,2002
In America,7.7,76.0,39884.0,3.0,Drama,Drama,Drama,Paddy Considine,Samantha Morton,Djimon Hounsou,3.0,27.0,62.0,105.0,43819528.982781656,25382911.0,2002
Ju-on: The Grudge,6.7,48.0,39783.0,1.0,Horror,Horror,Horror,Megumi Okina,Misaki Itô,Misa Uehara,0.0,1.0,1.0,92.0,3500000.0,3657876.0,2002
L'auberge espagnole,7.3,65.0,38756.0,1.0,Comedy,Drama,Romance,Romain Duris,Judith Godrèche,Kelly Reilly,0.0,8.0,9.0,122.0,5300000.0,33272835.0,2002
Whale Rider,7.5,80.0,38685.0,3.0,Drama,Family,Family,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,1.0,33.0,34.0,101.0,3500000.0,41062976.0,2002
Enough,5.8,25.0,38360.0,3.0,Crime,Drama,Thriller,Jennifer Lopez,Billy Campbell,Tessa Allen,0.0,0.0,4.0,115.0,38000000.0,51806184.0,2002
Death to Smoochy,6.4,38.0,38195.0,1.0,Comedy,Crime,Drama,Robin Williams,Edward Norton,Catherine Keener,0.0,0.0,2.0,109.0,50000000.0,8382938.0,2002
Crossroads,3.5,27.0,37907.0,3.0,Comedy,Drama,Romance,Britney Spears,Anson Mount,Zoe Saldana,0.0,2.0,15.0,93.0,12000000.0,61141030.0,2002
High Crimes,6.4,48.0,37761.0,3.0,Crime,Drama,Mystery,Jim Caviezel,Morgan Freeman,Ashley Judd,0.0,0.0,2.0,115.0,42000000.0,63781810.0,2002
Narc,7.1,70.0,37760.0,1.0,Crime,Drama,Mystery,Ray Liotta,Jason Patric,Chi McBride,0.0,1.0,8.0,105.0,6500000.0,12633747.0,2002
Spun,6.8,41.0,36286.0,1.0,Comedy,Crime,Drama,Jason Schwartzman,John Leguizamo,Patrick Fugit,0.0,0.0,2.0,101.0,2000000.0,685608.0,2002
Halloween: Resurrection,4.0,19.0,36221.0,1.0,Horror,Thriller,Thriller,Jamie Lee Curtis,Busta Rhymes,Brad Loree,0.0,1.0,1.0,94.0,13000000.0,37664855.0,2002
Dragonfly,6.1,25.0,36124.0,3.0,Drama,Fantasy,Mystery,Kevin Costner,Susanna Thompson,Joe Morton,0.0,0.0,1.0,104.0,60000000.0,52323400.0,2002
Spider,6.8,83.0,34872.0,1.0,Drama,Mystery,Thriller,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,0.0,13.0,25.0,98.0,10000000.0,5808941.0,2002
Big Fat Liar,5.4,36.0,34312.0,2.0,Adventure,Comedy,Family,Frankie Muniz,Amanda Bynes,Paul Giamatti,0.0,1.0,3.0,88.0,15000000.0,52970014.0,2002
The New Guy,5.9,24.0,33010.0,3.0,Comedy,Comedy,Comedy,DJ Qualls,Lyle Lovett,Eliza Dushku,0.0,0.0,1.0,88.0,13000000.0,31167388.0,2002
Femme Fatale,6.2,59.0,32945.0,1.0,Crime,Drama,Mystery,Rebecca Romijn,Antonio Banderas,Peter Coyote,0.0,2.0,3.0,114.0,35000000.0,16838910.0,2002
Undercover Brother,5.8,69.0,32899.0,3.0,Action,Comedy,Comedy,Eddie Griffin,Denise Richards,Aunjanue Ellis,0.0,1.0,7.0,86.0,25000000.0,41604473.0,2002
Drumline,5.8,63.0,32452.0,3.0,Comedy,Drama,Romance,Nick Cannon,Zoe Saldana,Orlando Jones,0.0,0.0,13.0,118.0,20000000.0,57588485.0,2002
24 Hour Party People,7.3,85.0,32291.0,1.0,Biography,Comedy,Drama,Steve Coogan,Lennie James,John Thomson,0.0,1.0,13.0,117.0,43819528.982781656,2801397.0,2002
May,6.6,58.0,32287.0,1.0,Comedy,Drama,Horror,Angela Bettis,Jeremy Sisto,Anna Faris,0.0,9.0,8.0,93.0,500000.0,264349.0,2002
Antwone Fisher,7.3,62.0,32050.0,3.0,Biography,Drama,Drama,Denzel Washington,Derek Luke,Joy Bryant,0.0,19.0,22.0,120.0,12500000.0,23367586.0,2002
The Four Feathers,6.5,49.0,31994.0,3.0,Action,Adventure,Drama,Heath Ledger,Wes Bentley,Kate Hudson,0.0,0.0,0.0,132.0,35000000.0,29882645.0,2002
Igby Goes Down,6.9,72.0,31554.0,1.0,Comedy,Drama,Drama,Kieran Culkin,Susan Sarandon,Jeff Goldblum,2.0,7.0,15.0,98.0,9000000.0,6919198.0,2002
Boat Trip,4.9,18.0,29817.0,1.0,Comedy,Comedy,Comedy,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez,0.0,1.0,8.0,94.0,20000000.0,15020293.0,2002
Cypher,6.8,64.0,29710.0,1.0,Mystery,Sci-Fi,Thriller,Jeremy Northam,Lucy Liu,Nigel Bennett,0.0,5.0,3.0,95.0,7500000.0,898365.0,2002
Blue Crush,5.6,61.0,29476.0,3.0,Drama,Romance,Sport,Kate Bosworth,Michelle Rodriguez,Matthew Davis,0.0,1.0,7.0,104.0,25000000.0,51843679.0,2002
The Salton Sea,7.1,41.0,29206.0,1.0,Crime,Drama,Mystery,Val Kilmer,Vincent D'Onofrio,Adam Goldberg,0.0,0.0,1.0,103.0,18000000.0,1073198.0,2002
Dark Water,6.7,64.0,29177.0,3.0,Drama,Horror,Mystery,Hitomi Kuroki,Rio Kanno,Mirei Oguchi,0.0,6.0,1.0,101.0,43819528.982781656,1686839.0,2002
White Oleander,7.1,61.0,29118.0,3.0,Drama,Drama,Drama,Michelle Pfeiffer,Renée Zellweger,Robin Wright,0.0,3.0,7.0,109.0,16000000.0,21672284.0,2002
Interstate 60: Episodes of the Road,7.7,64.0,29092.0,1.0,Adventure,Comedy,Drama,James Marsden,Gary Oldman,Kurt Russell,0.0,2.0,5.0,116.0,7000000.0,8449.0,2002
Barbershop,6.3,66.0,28808.0,3.0,Comedy,Drama,Drama,Ice Cube,Cedric the Entertainer,Eve,0.0,1.0,17.0,102.0,12000000.0,77063924.0,2002
8 Women,7.1,64.0,28413.0,1.0,Comedy,Crime,Musical,Fanny Ardant,Emmanuelle Béart,Danielle Darrieux,0.0,11.0,31.0,111.0,8000000.0,42426583.0,2002
Undisputed,6.2,58.0,28236.0,1.0,Action,Crime,Drama,Wesley Snipes,Ving Rhames,Peter Falk,0.0,0.0,2.0,103.28243887592573,20000000.0,14946150.0,2002
The Eye,6.7,66.0,27578.0,1.0,Horror,Mystery,Mystery,Angelica Lee,Chutcha Rujinanon,Lawrence Chou,0.0,9.0,8.0,99.0,4500000.0,12165016.0,2002
Rabbit-Proof Fence,7.4,80.0,26916.0,2.0,Adventure,Biography,Drama,Everlyn Sampi,Tianna Sansbury,Kenneth Branagh,1.0,23.0,24.0,94.0,6000000.0,16217411.0,2002
The Quiet American,7.0,84.0,26808.0,1.0,Drama,Romance,Thriller,Michael Caine,Brendan Fraser,Thi Hai Yen Do,1.0,13.0,13.0,101.0,30000000.0,27674124.0,2002
The Magdalene Sisters,7.7,83.0,25422.0,1.0,Drama,Drama,Drama,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,1.0,18.0,14.0,114.0,43819528.982781656,21107578.0,2002
Hollywood Ending,6.6,46.0,25326.0,3.0,Comedy,Romance,Romance,Woody Allen,Téa Leoni,Bob Dorian,0.0,0.0,1.0,112.0,16000000.0,14569744.0,2002
Rollerball,3.1,14.0,25253.0,3.0,Action,Sci-Fi,Sport,Chris Klein,Jean Reno,LL Cool J,0.0,5.0,3.0,98.0,70000000.0,25852764.0,2002
Friday After Next,5.8,35.0,24981.0,1.0,Comedy,Drama,Drama,Ice Cube,Mike Epps,John Witherspoon,0.0,0.0,0.0,85.0,10000000.0,33526835.0,2002
Snow Dogs,5.2,29.0,24692.0,2.0,Adventure,Comedy,Family,Cuba Gooding Jr.,James Coburn,Sisqó,0.0,0.0,1.0,99.0,33000000.0,115035090.0,2002
The Adventures of Pluto Nash,3.8,12.0,24022.0,3.0,Comedy,Action,Sci-Fi,Eddie Murphy,Jay Mohr,Randy Quaid,0.0,1.0,12.0,95.0,100000000.0,7103973.0,2002
City by the Sea,6.1,50.0,23848.0,1.0,Crime,Drama,Mystery,Robert De Niro,James Franco,Frances McDormand,0.0,0.0,1.0,108.0,40000000.0,29676703.0,2002
Eye See You,5.3,64.0,23735.0,1.0,Crime,Thriller,Thriller,Sylvester Stallone,Charles S. Dutton,Polly Walker,0.0,0.0,0.0,96.0,55000000.0,6632383.0,2002
Heaven,7.0,68.0,22939.0,1.0,Crime,Drama,Romance,Cate Blanchett,Giovanni Ribisi,Remo Girone,0.0,6.0,7.0,97.0,11000000.0,4247089.0,2002
Bloody Sunday,7.6,90.0,22859.0,1.0,Drama,History,War,James Nesbitt,Tim Pigott-Smith,Nicholas Farrell,0.0,19.0,22.0,107.0,2000000.0,1758689.0,2002
Life or Something Like It,5.8,31.0,22666.0,3.0,Comedy,Romance,Romance,Angelina Jolie,Edward Burns,Tony Shalhoub,0.0,0.0,1.0,103.0,40000000.0,16872671.0,2002
Trapped,6.2,42.0,22328.0,1.0,Action,Crime,Drama,Kevin Bacon,Charlize Theron,Courtney Love,0.0,0.0,0.0,106.0,30000000.0,13414416.0,2002
The Master of Disguise,3.3,12.0,21800.0,2.0,Adventure,Comedy,Family,Dana Carvey,Jennifer Esposito,Harold Gould,0.0,1.0,6.0,80.0,16000000.0,43411001.0,2002
The Importance of Being Earnest,6.8,60.0,21735.0,2.0,Comedy,Drama,Romance,Rupert Everett,Colin Firth,Frances O'Connor,0.0,2.0,2.0,97.0,15000000.0,18009625.0,2002
The Man Without a Past,7.7,84.0,21482.0,3.0,Comedy,Drama,Romance,Markku Peltola,Kati Outinen,Annikki Tähti,1.0,21.0,25.0,97.0,8000000.0,9564237.0,2002
Eight Crazy Nights,5.4,23.0,21074.0,3.0,Animation,Comedy,Musical,Adam Sandler,Rob Schneider,Jackie Sandler,0.0,1.0,5.0,76.0,34000000.0,23833131.0,2002
Rose Red,6.8,64.0,21065.0,3.0,Horror,Mystery,Thriller,Nancy Travis,Matt Keeslar,Kimberly J. Brown,1.0,0.0,0.0,254.0,43819528.982781656,53160295.192035295,2002
Tuck Everlasting,6.6,66.0,20696.0,2.0,Drama,Family,Fantasy,Alexis Bledel,Jonathan Jackson,Sissy Spacek,0.0,1.0,3.0,90.0,15000000.0,19344615.0,2002
Below,6.1,55.0,20563.0,1.0,Action,Horror,Mystery,Bruce Greenwood,David Crow,Matthew Davis,0.0,0.0,2.0,105.0,40000000.0,2622015.0,2002
Dark Blue,6.6,57.0,20103.0,1.0,Crime,Drama,Thriller,Kurt Russell,Ving Rhames,Scott Speedman,0.0,0.0,4.0,118.0,15000000.0,12150301.0,2002
Feardotcom,3.4,16.0,19545.0,1.0,Crime,Horror,Thriller,Stephen Dorff,Natascha McElhone,Stephen Rea,0.0,3.0,3.0,101.0,40000000.0,18902015.0,2002
Big Trouble,6.5,47.0,19472.0,3.0,Comedy,Crime,Thriller,Tim Allen,Rene Russo,Stanley Tucci,0.0,0.0,0.0,85.0,40000000.0,8493890.0,2002
Ballistic: Ecks vs. Sever,3.7,19.0,18887.0,1.0,Action,Crime,Mystery,Antonio Banderas,Lucy Liu,Talisa Soto,0.0,0.0,5.0,91.0,70000000.0,20154899.0,2002
Swimfan,5.1,29.0,18657.0,3.0,Drama,Thriller,Thriller,Jesse Bradford,Erika Christensen,Shiri Appleby,0.0,0.0,0.0,85.0,10000000.0,34411240.0,2002
Darkness,5.5,15.0,18535.0,3.0,Horror,Horror,Horror,Anna Paquin,Lena Olin,Iain Glen,0.0,2.0,3.0,88.0,10600000.0,33988736.0,2002
Like Mike,5.3,47.0,18463.0,2.0,Comedy,Family,Fantasy,Shad Moss,Jonathan Lipnicki,Morris Chestnut,0.0,1.0,6.0,99.0,30000000.0,62274780.0,2002
À la folie... pas du tout,7.2,63.0,18135.0,3.0,Romance,Thriller,Thriller,Audrey Tautou,Samuel Le Bihan,Isabelle Carré,0.0,0.0,2.0,92.0,43819528.982781656,5324097.0,2002
Divine Secrets of the Ya-Ya Sisterhood,6.1,48.0,17744.0,3.0,Drama,Drama,Drama,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,0.0,1.0,7.0,116.0,27000000.0,73839240.0,2002
Gerry,6.1,54.0,17551.0,1.0,Adventure,Drama,Mystery,Casey Affleck,Matt Damon,Matt Damon,0.0,2.0,9.0,103.0,3500000.0,254683.0,2002
Ripley's Game,6.6,64.0,16929.0,1.0,Crime,Drama,Mystery,John Malkovich,Dougray Scott,Lena Headey,0.0,0.0,3.0,110.0,30000000.0,6200970.0,2002
Killing Me Softly,5.5,64.0,16787.0,1.0,Drama,Mystery,Romance,Heather Graham,Joseph Fiennes,Natascha McElhone,0.0,0.0,0.0,100.0,25000000.0,7775138.0,2002
